id,employee_code,name,email,department_id,current_role_id,experience_years,career_interest_role_id,bio,created_at,updated_at
2771bbb8-4d72-413d-9d6a-32de6eebf13e,EMP011,Pooja Brown,pooja.brown11@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,7,63931d8c-5574-4e87-98c4-cb0dc68aba27,Product Analyst with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303084,2026-09-19T13:04:18.303086
db560e71-ab6b-4dfb-8b84-57bb882816db,EMP012,Karan Nair,karan.nair12@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,2,9ddb77c4-2a59-431a-82a3-d60f058ddc09,Mobile Developer with 2 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303177,2026-09-19T13:04:18.303178
171852eb-6c3c-464f-9754-506908587dc8,EMP013,Taylor Joshi,taylor.joshi13@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,043abe9c-54a8-4867-ab76-c4261fbfd3c5,7,db9a8d16-06ee-4152-94e6-d1d0f73c9224,Data Engineer with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303260,2026-09-19T13:04:18.303262
34730649-f503-48da-9442-d6b2a94f052d,EMP014,Arun Deshmukh,arun.deshmukh14@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,3,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Automation Test Engineer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303357,2026-09-19T13:04:18.303359
fa69d3e8-89d0-44cc-9615-98bfd7f4bf02,EMP015,Sam Kumar,sam.kumar15@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,043abe9c-54a8-4867-ab76-c4261fbfd3c5,6,ad25a7ae-6f52-401e-9428-6ca36523a8df,Data Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303437,2026-09-19T13:04:18.303439
972e0658-b17c-40ed-b2fc-38311c596393,EMP016,Alex Gupta,alex.gupta16@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,10,4dede0c2-01a5-43cd-931e-39778cc5ba19,Product Analyst with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303549,2026-09-19T13:04:18.303551
aefc9ec3-ab09-4fbd-80e8-b363bda255f9,EMP017,Siddharth Jones,siddharth.jones17@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,d9b92412-1397-4dc9-b3ec-988ddf659128,11,ad25a7ae-6f52-401e-9428-6ca36523a8df,Machine Learning Engineer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.303906,2026-09-19T13:04:18.303908
1b5655c3-5382-4630-b0ae-d446a5b2c1bb,EMP018,Sam Johnson,sam.johnson18@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,6,9ddb77c4-2a59-431a-82a3-d60f058ddc09,Product Analyst with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304021,2026-09-19T13:04:18.304023
443e8054-600a-43e4-a79d-eb3b38635c70,EMP019,Ananya Verma,ananya.verma19@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,1c7dafae-4abc-44f0-8097-f71335d087d2,11,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Site Reliability Engineer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304101,2026-09-19T13:04:18.304103
28ec9785-c207-4879-8fcf-fea15706f472,EMP020,Meera Joshi,meera.joshi20@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,63931d8c-5574-4e87-98c4-cb0dc68aba27,3,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Cybersecurity Analyst with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304200,2026-09-19T13:04:18.304202
2b5097aa-efb4-4be9-8b6c-ed666a26860c,EMP021,Rajesh Kumar,rajesh.kumar21@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,8,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,Product Manager with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304312,2026-09-19T13:04:18.304314
e9800012-4d59-468e-aae3-5f4cecdbd09e,EMP022,Sam Deshmukh,sam.deshmukh22@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,3,b7b88761-cd8d-4aeb-96dd-8fe46e30d14d,Cloud Security Engineer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304409,2026-09-19T13:04:18.304411
10cfcf51-44fd-482d-893a-3e1502ac458f,EMP023,Amit Patel,amit.patel23@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,66730d38-0fa1-47f8-ae80-bde39b1837ee,5,4dede0c2-01a5-43cd-931e-39778cc5ba19,Business Analyst with 5 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304494,2026-09-19T13:04:18.304496
a0e0d9ec-5ca1-49a8-82ea-8b5067ac3d31,EMP024,Aditya Williams,aditya.williams24@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,bf0b1afe-44e6-4f60-9b56-a93621ccbf86,8,63931d8c-5574-4e87-98c4-cb0dc68aba27,QA Engineer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304621,2026-09-19T13:04:18.304623
a89dce54-d60c-4655-b594-b454945f0748,EMP025,Pooja Singh,pooja.singh25@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,10,d9b92412-1397-4dc9-b3ec-988ddf659128,Full Stack Developer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304724,2026-09-19T13:04:18.304725
ad4423b9-25c9-4315-ab1a-4b001dc1aedc,EMP026,Casey Bhasin,casey.bhasin26@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,1eae1419-4bc5-433f-b789-5888c9766785,11,7ec63567-3e22-41f6-99a6-e7016157aae1,AI Engineer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304843,2026-09-19T13:04:18.304845
70bd2d91-62d0-45ec-90c6-bc08f8afe956,EMP027,Rahul Joshi,rahul.joshi27@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,db9a8d16-06ee-4152-94e6-d1d0f73c9224,9,7ec63567-3e22-41f6-99a6-e7016157aae1,Cloud Engineer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.304962,2026-09-19T13:04:18.305057
f32fbbce-660a-4f8b-9d76-6abef2a0c3f8,EMP028,Alex Verma,alex.verma28@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,66730d38-0fa1-47f8-ae80-bde39b1837ee,10,1eae1419-4bc5-433f-b789-5888c9766785,Business Analyst with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.306382,2026-09-19T13:04:18.306384
7aafb11e-8b52-4941-8d1c-29706027bb1e,EMP029,Divya Iyer,divya.iyer29@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,9,d9b92412-1397-4dc9-b3ec-988ddf659128,Backend Developer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.306533,2026-09-19T13:04:18.306535
14edcebd-81df-44fb-808a-c95961cb71f6,EMP030,Ritu Deshmukh,ritu.deshmukh30@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,785fee39-fa91-451d-8013-3355eb13a0ef,4,4dede0c2-01a5-43cd-931e-39778cc5ba19,MLOps Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.306656,2026-09-19T13:04:18.306658
e10c929d-3d21-42f6-b39c-6f809b43f214,EMP031,Rahul Verma,rahul.verma31@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,9,9ddb77c4-2a59-431a-82a3-d60f058ddc09,Full Stack Developer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.306973,2026-09-19T13:04:18.306980
5a9db32c-53d7-4582-9966-698d72c14860,EMP032,Neha Iyer,neha.iyer32@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,1eae1419-4bc5-433f-b789-5888c9766785,8,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,AI Engineer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.307204,2026-09-19T13:04:18.307207
d6414071-d668-4785-a677-1f7003c03070,EMP033,Sneha Verma,sneha.verma33@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,1c7dafae-4abc-44f0-8097-f71335d087d2,4,785fee39-fa91-451d-8013-3355eb13a0ef,Site Reliability Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.307609,2026-09-19T13:04:18.307612
2149d0ee-0b68-439f-a757-ac04ff9a5454,EMP034,Vikram Gupta,vikram.gupta34@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7f868a06-7dcd-45d0-892e-164846104ec3,5,95f442ab-6dc6-4e2d-83ea-fee81986367d,Data Scientist with 5 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.307990,2026-09-19T13:04:18.307994
376f790b-e9cf-4987-af09-2ba3e553527c,EMP035,Suresh Reddy,suresh.reddy35@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,6,63931d8c-5574-4e87-98c4-cb0dc68aba27,Backend Developer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.308568,2026-09-19T13:04:18.308571
da36736f-758d-47f2-8b5f-f41be4f5b1cc,EMP036,Vikram Verma,vikram.verma36@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,1eae1419-4bc5-433f-b789-5888c9766785,4,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,AI Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.308817,2026-09-19T13:04:18.308821
0a107801-27d7-4221-863d-61900317b6f9,EMP037,Jamie Patel,jamie.patel37@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,4,1eae1419-4bc5-433f-b789-5888c9766785,Cloud Security Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.309010,2026-09-19T13:04:18.309013
0b58d113-b3d5-454a-b54e-d2e80798b717,EMP038,Sam Smith,sam.smith38@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,63931d8c-5574-4e87-98c4-cb0dc68aba27,2,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Cybersecurity Analyst with 2 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.309348,2026-09-19T13:04:18.309351
6bc14927-5f65-4650-9fef-871c381b7c11,EMP039,Jordan Verma,jordan.verma39@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,8,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Cloud Security Engineer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.309503,2026-09-19T13:04:18.309506
20eb45ec-67d7-465f-80c1-6421f8b89faf,EMP040,Amit Sharma,amit.sharma40@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,1eae1419-4bc5-433f-b789-5888c9766785,6,75c250d6-2771-4448-95bd-80fe2e18df55,AI Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.309679,2026-09-19T13:04:18.309682
d99e7fa8-2109-4f28-9bb0-49f9bc6c82ee,EMP041,Meera Bhasin,meera.bhasin41@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,8,7ec63567-3e22-41f6-99a6-e7016157aae1,Product Analyst with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.309884,2026-09-19T13:04:18.309887
d5aaa610-3409-4472-875b-ca6fd19ef791,EMP042,Sneha Deshmukh,sneha.deshmukh42@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,3,95f442ab-6dc6-4e2d-83ea-fee81986367d,Automation Test Engineer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310035,2026-09-19T13:04:18.310038
8c36cfa8-84cc-4c0a-87e0-ceda9b35c835,EMP043,Rohan Patel,rohan.patel43@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,3,63931d8c-5574-4e87-98c4-cb0dc68aba27,Mobile Developer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310200,2026-09-19T13:04:18.310203
e30e9971-5c08-432d-bc5f-8c4c2765dedd,EMP044,Pooja Chopra,pooja.chopra44@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,4,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,Automation Test Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310419,2026-09-19T13:04:18.310422
e8ebc110-8275-477f-a0cb-5f443f25ac09,EMP045,Alex Joshi,alex.joshi45@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,10,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,Product Analyst with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310631,2026-09-19T13:04:18.310634
d3010204-a6b6-430e-8de1-c089f5c97186,EMP046,Rahul Sharma,rahul.sharma46@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7ec63567-3e22-41f6-99a6-e7016157aae1,9,785fee39-fa91-451d-8013-3355eb13a0ef,Data Analyst with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310813,2026-09-19T13:04:18.310816
7fcb9a27-2d5e-4e90-acd8-953d5046f0c2,EMP047,Rohan Brown,rohan.brown47@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,3,75c250d6-2771-4448-95bd-80fe2e18df55,DevOps Engineer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.310978,2026-09-19T13:04:18.310980
ca2f1a7d-82f2-490f-ad83-21a7011ae9ee,EMP048,Chris Smith,chris.smith48@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,32ab4d66-27f1-4f26-9ad1-a2badfb02cca,10,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,Cloud Security Engineer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.311179,2026-09-19T13:04:18.311182
c2f51815-6d15-4791-a5b6-f03f440f46ae,EMP049,Rajesh Smith,rajesh.smith49@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,7ec63567-3e22-41f6-99a6-e7016157aae1,10,66730d38-0fa1-47f8-ae80-bde39b1837ee,Data Analyst with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.311394,2026-09-19T13:04:18.311397
6c22f6a6-0fd1-4be8-9ce0-816706f56e44,EMP050,Jamie Gupta,jamie.gupta50@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,1eae1419-4bc5-433f-b789-5888c9766785,4,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,AI Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.311583,2026-09-19T13:04:18.311586
d66cd70c-978e-46cc-a871-1b2e00f11a3c,EMP051,Sam Joshi,sam.joshi51@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,db9a8d16-06ee-4152-94e6-d1d0f73c9224,7,66730d38-0fa1-47f8-ae80-bde39b1837ee,Cloud Engineer with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.311791,2026-09-19T13:04:18.311794
aab02f87-cbe0-44f1-ab2a-4a46d9034c1b,EMP052,Rohan Reddy,rohan.reddy52@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,95f442ab-6dc6-4e2d-83ea-fee81986367d,8,785fee39-fa91-451d-8013-3355eb13a0ef,Product Analyst with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.312042,2026-09-19T13:04:18.312046
891f60b2-6e50-44ad-a112-b0ce4f470de6,EMP053,Meera Patel,meera.patel53@novatech.com,ea12b488-a0a3-45a9-9c7c-f1c7da6bc8ce,66730d38-0fa1-47f8-ae80-bde39b1837ee,7,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,Business Analyst with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.313216,2026-09-19T13:04:18.313227
b082f688-19fe-4760-819c-ca3b4dc1ce16,EMP054,Rohan Brown,rohan.brown54@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,bf0b1afe-44e6-4f60-9b56-a93621ccbf86,4,7ec63567-3e22-41f6-99a6-e7016157aae1,QA Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.313459,2026-09-19T13:04:18.313462
b873acd2-f505-40d2-affa-d65e2ac466a3,EMP055,Jamie Smith,jamie.smith55@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,7,785fee39-fa91-451d-8013-3355eb13a0ef,Backend Developer with 7 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.313671,2026-09-19T13:04:18.313674
90379838-c371-4977-83e3-42bbc6ec9ebd,EMP056,Sam Sharma,sam.sharma56@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,10,1eae1419-4bc5-433f-b789-5888c9766785,Mobile Developer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.313883,2026-09-19T13:04:18.313886
db69df78-a295-4506-8453-8b8eb7e4a70b,EMP057,Chris Bhasin,chris.bhasin57@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,75c250d6-2771-4448-95bd-80fe2e18df55,11,785fee39-fa91-451d-8013-3355eb13a0ef,Backend Developer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.314123,2026-09-19T13:04:18.314126
9d3bcef2-0760-49cc-93d6-d17708197b42,EMP058,Chris Smith,chris.smith58@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,db9a8d16-06ee-4152-94e6-d1d0f73c9224,6,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,Cloud Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.314358,2026-09-19T13:04:18.314361
20fc1f8a-769e-4c70-96b5-7d1f1ea83d88,EMP059,Suresh Sharma,suresh.sharma59@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,3,ad25a7ae-6f52-401e-9428-6ca36523a8df,Full Stack Developer with 3 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.314543,2026-09-19T13:04:18.314546
3f49b4ed-a19b-4a48-9e35-4f1f1da35b98,EMP060,Alex Sharma,alex.sharma60@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,9,1c7dafae-4abc-44f0-8097-f71335d087d2,Full Stack Developer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.314812,2026-09-19T13:04:18.314815
31e7d38f-99be-45be-9fac-e2bcd3b5fb40,EMP061,Karan Mehta,karan.mehta61@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,ad25a7ae-6f52-401e-9428-6ca36523a8df,6,63931d8c-5574-4e87-98c4-cb0dc68aba27,Frontend Developer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.315072,2026-09-19T13:04:18.315075
a5ba03da-e2f5-45cf-be55-1af374639a93,EMP062,Morgan Williams,morgan.williams62@novatech.com,94d0aa25-189d-4fa6-bbbf-dc4334891f5c,043abe9c-54a8-4867-ab76-c4261fbfd3c5,11,7ec63567-3e22-41f6-99a6-e7016157aae1,Data Engineer with 11 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.315273,2026-09-19T13:04:18.315276
d133ac64-cde0-4615-aa09-317c7b7c656f,EMP063,Alex Smith,alex.smith63@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,c1f84f5d-18f1-4246-b42b-3bf448cbaeaa,6,db9a8d16-06ee-4152-94e6-d1d0f73c9224,Automation Test Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.315558,2026-09-19T13:04:18.315562
159dc7f4-4482-4cef-9ec9-2f5caea2d261,EMP064,Chris Deshmukh,chris.deshmukh64@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,1f73f29e-025f-4545-b7fd-63f44d0f2bb5,10,95f442ab-6dc6-4e2d-83ea-fee81986367d,Full Stack Developer with 10 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.315751,2026-09-19T13:04:18.315753
dd66421a-d3a3-418b-af3c-b69a6c05a133,EMP065,Ritu Patel,ritu.patel65@novatech.com,1f5712d1-05f3-49a7-9781-886cbd77b69d,63931d8c-5574-4e87-98c4-cb0dc68aba27,9,db9a8d16-06ee-4152-94e6-d1d0f73c9224,Cybersecurity Analyst with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.315957,2026-09-19T13:04:18.315960
69b17375-fe97-4ff4-adab-573666c1671c,EMP066,Rajesh Patel,rajesh.patel66@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,bf0b1afe-44e6-4f60-9b56-a93621ccbf86,4,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,QA Engineer with 4 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.316207,2026-09-19T13:04:18.316210
3ed9120a-6c58-4cf1-a302-84b31726a528,EMP067,Pooja Jones,pooja.jones67@novatech.com,af5f5ec7-b5a3-44b5-ad61-9e36f810f733,f8b6ccce-e9f2-41a3-9a09-44e9e7c5368c,8,785fee39-fa91-451d-8013-3355eb13a0ef,Mobile Developer with 8 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.316394,2026-09-19T13:04:18.316397
e3773936-d600-4048-ae4b-04d658d22e5c,EMP068,Siddharth Nair,siddharth.nair68@novatech.com,d91ed70e-5509-4074-b041-9dea03aa2b1f,bf0b1afe-44e6-4f60-9b56-a93621ccbf86,6,7ec63567-3e22-41f6-99a6-e7016157aae1,QA Engineer with 6 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.316599,2026-09-19T13:04:18.316603
ef9fc64e-091e-4d0a-ae30-37af737db175,EMP069,Chris Brown,chris.brown69@novatech.com,9d88fcbe-41e2-4b2c-8ae3-edea8edbffa9,9629bc55-0f35-4fea-a21a-f9e62ddcf8a3,9,7ec63567-3e22-41f6-99a6-e7016157aae1,DevOps Engineer with 9 years of experience at NovaTech Solutions.,2026-09-19T13:04:18.316760,2026-09-19T13:04:18.316764
